"","x"
"1764","http:##www.cs.rutgers.edu#~uli#cs671#ruttenberg-pldi96.ps"
"1765","http:##www.cs.rutgers.edu#~uli#cs671#ertl-cc94.ps"
"1766","http:##morden.csee.usf.edu#hallpap#rlshort.ps"
"1767","""Evolution-based Discovery of Hierarchical Behaviors,"""
"1768","A hybrid projection proximal point algorithm."
"1769","Resource Spackling: A framework for integrating register allocation in local and global schedulers."
"1770","http:##www.cs.cornell.edu#Info#People#ronitt#PAP#rw.ps"
"1771","R.S. and Imam, I.F. On Learning Decision Structures."
"1772","Constructing nominal X-of-N attributes."
"1773","http:##www.cogs.susx.ac.uk#users#davec#sab96.ps.Z"
"1774","Long short-term memory."
"1775","Separability is a learner\'s best friend."
"1776","""A correlation-based motion detection chip,"""
"1777","Generalization and scaling in reinforcement learning."
"1778","http:##wwwsyseng.anu.edu.au#~jon#papers#nips97.ps.gz"
"1779","http:##www.cs.twsu.edu#~haynes#vote_ga.ps"
"1780","ftp:##ltpftp.gsfc.nasa.gov#pub#people#smid#papers#padua97#padua.ps"
"1781","http:##www.cs.utoronto.ca#~andy#papers#icnn97.ps.gz"
"1782","http:##www.cs.utoronto.ca#~sallans#csc2531#dataproj.ps.gz"
"1783","Learning functions in k-DNF from reinforcement."
"1784","http:##www.informatik.hu-berlin.de#~lenz#Papers97#gwcbr.ps.gz"
"1785","http:##www.statslab.cam.ac.uk#~gareth#negclt.ps"
"1786","ftp:##ftp.idsia.ch#pub#techrep#IDSIA-59-95.ps.gz"
"1787","An overview of evolutionary computation. Euro."
"1788","Task and spatial frequency effects on face specialization."
"1789","ftp:##markov.utstat.toronto.edu#jeff#interface.ps.Z"
"1790","Correlated action effects in decision-theoretic regression."
"1791","ftp:##ftp.cs.bham.ac.uk#pub#authors#W.B.Langdon#papers#CSRP-98-08.ps.gz"
"1792","http:##www.cs.ucl.ac.uk#staff#t.yu#pgp.ps"
"1793","""Boosting and Naive Bayesian Learning."""
"1794","Improving minority class prediction using case-specific feature weights."
"1795","http:##www.cs.toronto.edu#~mackay#tcc-al.ps.gz"
"1796","Participating in Instructional Dialogues: Finding and Exploiting Relevant Prior Explanations."
"1797","A fixed size storage O(n 3 ) time complexity learning algorithm for fully recurrent continually running networks."
"1798","ftp:##markov.utstat.toronto.edu#jeff#yuen1.ps.Z"
"1799","ftp:##stat-ftp.berkeley.edu#pub#users#binyu#L1.ps.Z"
"1800","Plausibility measures and default reasoning."
"1801","Constructive belief and rational representation."
"1802","Rationality and its Roles in Reasoning (extended version),"
"1803","A Structured Pattern Matching Approach to Shotgun Sequence Assembly,"
"1804","ftp:##ife.ethz.ch#pub#music#paper#nf94-2.ps"
"1805","Evolutionary training of clp-constrained neural networks."
"1806","http:##www.cs.cornell.edu#home#halpern#papers#iccs.ps"
"1807","http:##www.wi.leidenuniv.nl#~gusz#sawvsgga.ps.gz"
"1808","Constraining of weights using regularities."
"1809","http:##www.cs.cornell.edu#Info#People#ronitt#PAP#2t.ps"
"1810","The parameter-ized complexity of sequence alignment and consensus."
"1811","A computer scientist\'s view of life, the universe, and everything."
"1812","Self-targeting candidates for Hastings-Metropolis algorithms."
"1813","""The Predictability of Data Values"","
"1814","http:##or.eng.tau.ac.il:7777#topics#mld.ps.gz"
"1815","An O(n log log n ) learning algorihm for DNF under the uniform distribution."
"1816","ftp:##ftp.cs.umass.edu#pub#techrept#techreport#1992#UM-CS-1992-083.ps"
"1817","Polychotomous regression."
"1818","Emergent Hierarchical Control Structures: Learning Reactive/Hierarchical Relationships in Reinforcement Environments,"
"1819","On-line portfolio selection using multiplicative updates."
"1820","On the semantics of belief revision systems."
"1821","Learning Bayesian networks using feature selection."
"1822","Learning Hierarchical Control Structures for Multiple Tasks and Changing Environments,"
"1823","""Ensemble training: Some recent experiments with postal zip data,"""
"1824","Best-first model merging for dynamic learning and recognition."
"1825","Geometric and subgeometric convergence of diffusions with given stationary distributions."
"1826","http:##www.cs.colostate.edu#~ftppub#TechReports#1994#tr-111.ps.Z"
"1827","""Analysis of Linsker\'s simulations of Hebbian rules,"""
"1828","Weak convergence and optimal scaling of random walk metropolis algorithms."
"1829","http:##www.cs.colostate.edu#~howe#papers#robot.ps.gz"
"1830","http:##www.cs.wustl.edu#~dmath#teach1.ps"
"1831","A simple randomized quantization algorithm for neural network pattern classifiers."
"1832","""Using Modeling Knowledge to Guide Design Space Search""."
"1833","Towards concept formation grounded on perception and action of a mobile robot."
"1834","http:##www-mi.gsf.de#scherf#EUBAFES_ICANN97.ps.Z"
"1835","Update rules for parameter estimation in bayesian networks."
"1836","http:##www.cc.gatech.edu#faculty#ashwin#papers#er-93-07.ps.Z"
"1837","Query, pacs and simple-pac learning."
"1838","Formalising the knowledge content of case memory systems."
"1839","http:##www.scms.rgu.ac.uk#publications#95#95_2.ps"
"1840","""Measures for performance evaluation of genetic algorithms,"""
"1841","On the learnability and usage of acyclic probabilistic finite automata."
"1842","Natural language grammatical inference: A comparison of recurrent neural networks and machine learning methods."
"1843","http:##www.informatik.uni-freiburg.de#~heinz#myicnn94.ps"
"1844","http:##www.cs.utoronto.ca#~revow#papers#faSeg.ps.gz"
"1845","The Arguments of Newly Invented Predicates in ILP,"
"1846","A method for identifying splice sites and translational start sites in eukaryotic mRNA."
"1847","Evolutionary wanderlust: Sexual selection with directional mate preferences."
"1848","http:##www.informatik.hu-berlin.de#~cbr-ws#GWCBR96#PAPERS#bur_pirk.ps.gz"
"1849","""Learning Feature-based Semantics with Simple Recurrent Networks,"""
"1850","Emergent control and planning in an autonomous vehicle."
"1851","Applying case-based reasoning to control in robotics."
"1852","Feature subset selection using a genetic algorithm."
"1853","Regression with gaussian processes."
"1854","Selection of relevant features in machine learning."
"1855","Challenges in evolving controllers for physical robots. Robot and Autonomous Systems,"
"1856","http:##www.cs.utoronto.ca#~dale#papers#colt97.ps.gz"
"1857","A similarity-based retrieval tool for software repositories."
"1858","Inductive learning and case-based reasoning."
"1859","Supporting flexibility. a case-based reasoning approach."
"1860","http:##www.cs.brown.edu#people#milos#research#dx-98.ps"
"1861","http:##www.eecs.umich.edu#~dpennock#homepage#papers#mba.ps"
"1862","Performance enhanced genetic programming,"
"1863","On the informativeness of the DNA promoter sequences domain theory."
"1864","`Classification by pairwise coupling\',"
"1865","http:##www.cs.unc.edu#~marshall#WWW#PAPERS#icms9807.ps.gz"
"1866","a classification methodology for ill-structured domains."
"1867","http:##www.cs.toronto.edu#~sallans#csc2531#dataproj.ps.gz"
"1868","http:##www.cs.umass.edu#~dprecup#publications#Precup-Utgoff-ICML98.ps"
"1869","http:##www.ai.univie.ac.at#icml_ws#turney2.ps.Z"
"1870","`Case Retrieval Nets and cognitive modelling\',"
"1871","http:##www.cs.rutgers.edu#~krasheed#ap.ps"
"1872","http:##www.cs.ubc.ca#spider#cebly#Papers#reachability.ps"
"1873","Extraction of meta-knowledge to restrict the hypothesis space for ILP systems."
"1874","Learning from positive data."
"1875","De-Noising by soft thresholding,"
"1876","http:##www.cs.yale.edu#~kao-ming-yang#kao_97_siam_rooted_evolutionary_tree.ps"
"1877","optimize, analyze, repeat (SOAR): Application of neural network tools to ECG patient monitoring."
"1878","(1998) Modeling dynamic receptive field changes produced by intracortical microstimulation. In press,"
"1879","Price\'s theorem and the MAX problem."
"1880","A probabilistic calculus of actions."
"1881","A cooperative coevolutionary approach to function optimization."
"1882","Is Learning the n-th Thing Any Easier Than Learning the First? in:"
"1883","Universal portfolios with and without transaction costs."
"1884","ftp:##ftp.cse.cuhk.edu.hk#pub#techreports#95#tr-95-10.ps.gz"
"1885","http:##www.umiacs.umd.edu#users#westling#Papers#accv98.ps.gz"
"1886","http:##www.medg.lcs.mit.edu#ftp#doyle#udp91.ps"
"1887","Predicting a binary sequence almost as well as the optimal biased coin."
"1888","Game theory, on-line prediction and boosting."
"1889","A global unified resource requirements represen-tations."
"1890","The evolution of communication schemes over continuous channaels."
"1891","http:##www.cs.brandeis.edu#~hugues#papers#AdGPII.ps.gz"
"1892","ftp:##ftp.cim.mcgill.ca#pub#techrep#1993#CIM-93-19.ps.Z"
"1893","""A Framework for Statistical Modeling of Superscalar Processor Performance"".Proc."
"1894","Prediction of human mRNA donor and acceptor sites from the DNA sequence."
"1895","""The Automated Mapping of Plans for Plan Recognition,"""
"1896","Local quartet splits of a binary tree infer all quartet splits via one dyadic inference rule."
"1897","Inferring big trees from short quartets."
"1898","http:##www.ai.mit.edu#courses#6.836#csrp378.ps.Z"
"1899","Approximation from shift-invariant subspaces of L 2 (IR d ), CMS TSR #92-2,"
"1900","A Model of Bias Learning."
"1901","Probabilistic principal component analysis."
"1902","Modeling belief in dynamic systems. Part I: foundations."
"1903","Differential Evolution - a Simple and Efficient Heuristic for Global Optimization over Continuous Spaces, Journal of Global Optimization,"
"1904","On step-size and bias in temporal-difference learning."
"1905","N.Tishby Testing for Non linearity and Gaussianity in sustained portion of musical signals,"
"1906","http:##www.informatik.hu-berlin.de#~lenz#Papers96#csp.ps.gz"
"1907","Justification structures for document reuse."
"1908","Bishop (1997a). Hierarchical models for data visualization."
"1909","On the Usage of Differential Evolution for Function Optimization,"
"1910","Applying ILP to diterpene structure elucidation from 13C NMR spectra."
"1911","Intelligent model selection for hillclimbing search in computer-aided design."
"1912","Fast pruning using principal components."
"1913","""Intelligent Gradient-Based Search of Incompletely Defined Design Spaces""."
"1914","Ellman. Learning prototype-selection rules for case-based iterative design."
"1915","Combining data mining and machine learning for effective user profiling."
"1916","Fitness causes bloat: Mutation."
"1917","(1991) Learning Polynomial functions by feature Construction."
"1918","Bayesian Experimental Design: A Review."
"1919","http:##www.ncc.up.pt#~ltorgo#Papers#SCD.ps.gz"
"1920","(1997) A nonparametric Bayesian approach to modelling nonlinear time series."
"1921","http:##www.cs.umd.edu#users#seanl#papers#cooperation.ps.gz"
"1922","Fast and Simple Algorithms for Perfect Phylogeny and Triangulating Colored Graphs,"
"1923","Run-time versus compile-time instruction scheduling in superscalar (risc) processors: Performance and tradeoffs."
"1924","http:##www.ingber.com#smni95_images.ps.Z"
"1925","ftp:##ftp.cs.ucla.edu#pub#stat_ser#R199-A.ps"
"1926","http:##www.medg.lcs.mit.edu#mpf#papers#Frank#exploration#cs229.ps"
"1927","http:##www-sal.cs.uiuc.edu#~pitt#Papers#rksj.ps"
"1928","Bayesian Design of Experiments for the Linear Model."
"1929","Scheduling and mapping: Software pipelining in the presence of structural hazards."
"1930","Multi-time models for temporally abstract planning."
"1931","A yardstick for the evaluation of case-based classifiers."
"1932","Cellular encoding for interactive evolutionary robotics."
"1933","Rates of convergence of the Hastings and Metropolis algorithms."
"1934","http:##www.deas.harvard.edu#users#faculty#Leslie_Valiant#cogcomp.ps"
"1935","""Worst case prediction over sequences under log loss"" in The Mathematics of Information Coding, Extraction and Distribution,"
"1936","Bridge, D.G.: Similarity Metrics: A Formal Unification of Cardinal & Non-Cardinal Similarity Measures,"
"1937","http:##www.ncc.up.pt#~amjorge#Learning_Recursion_With_Iterative_Bootstrap_Induction.ps.Z"
"1938","ftp:##playfair.stanford.edu#pub#donoho#asymp.ps.Z"
"1939","ftp:##ftp.cs.ucla.edu#pub#stat_ser#R241.ps"
"1940","ftp:##ftp.cs.ucla.edu#pub#stat_ser#R244-S.ps"
"1941","ftp:##ftp.icsi.berkeley.edu#pub#techreports#1998#tr-98-015.ps.gz"
"1942","Speculative hedge: Regulating compile-time speculation against profile variations."
"1943","Efficient Inference in Bayes Nets as a Combinatorial Optimization Problem,"
"1944","networks that develop their own teaching input."
"1945","Probabilistic evaluation of counterfactual queries."
"1946","Counterfactuals and policy analysis in structural models."
"1947","Theory refinement on Bayesian networks."
"1948","Generalist and specialist behavior due to individual energy extracting abilities."
"1949","http:##www.cs.washington.edu#research#jair#volume8#argamon98a.ps"
"1950","""Adapting control strategies for situated autonomous agents."""
"1951","Colombetti (1994b). The role of the trainer in reinforcement learning."
"1952","An Analysis of Genetic Programming,"
"1953","""An analytical framework for local feedforward networks,"""
"1954","Iterated prisoner\'s dilemma with choice and refusal of partners."
"1955","Statistical mechanics of nonlinear nonequilibrium financial markets: Applications to optimized trading,"
"1956","Scaling reinforcement learning algorithms by learning variable temporal resolution models."
"1957","Oblivious decision trees, graphs and top-down pruning."
"1958","Statistical mechanics of neocortical interactions. EEG dispersion relations,"
"1959","Weakly Learning DNF and Characterizing Statistical Query Learning Using Fourier Analysis,"
"1960","ftp:##ftp.cs.umass.edu#pub#anw#pub#sutton#precup-sutton-98.ps"
"1961","An architecture for goal-driven explanation."
"1962","The number of nucleotide sites needed to accurately reconstruct large evolutionary trees,"
"1963","A remark on robust stabilization of general asymptotically controllable systems,"
"1964","""A `universal\' construction of Artstein\'s the orem on nonlinear stabilization,"""
"1965","Improving Software Pipelining With Unroll-and-Jam."
"1966","Stage scheduling: A technique to reduce the register requirements of a modulo schedule."
"1967","Optimum modulo schedules for minimum register requirements."
"1968","Software for ANN training on a ring array processor."
"1969","Genetic algorithms as a tool for feature selection in machine learning."
"1970","Minimizing register requirements under resource-constrained rate-optimal software pipelining."
"1971","http:##www.mli.gmu.edu#~iimam#papers#ISMIS96_2.ps"
"1972","Effects of Occam\'s razor in evolving sigma-pi neural networks."
"1973","http:##www.cs.iastate.edu#~parekh#papers#icgi.ps"
"1974","Fitness causes bloat in variable size representations."
"1975","Adaptation in constant utility nonstationary environments."
"1976","http:##www.math.macalester.edu#~fox#cs88#papers#ChaGau_97.ps"
"1977","An evolutionary approach to com-binatorial optimization problems."
"1978","A portable parallel programming language for artificial neural networks."
"1979","Design strategies for evolutionary robotics."
"1980","Smith (1995), ""A genetic approach to the quadratic assignment problem"","
"1981","Why ants are hard."
"1982","Machine learning research: Four current directions."
"1983","Extensions of Fill\'s algorithm for perfect simulation."
"1984","PAC adaptive control of linear systems."
"1985","An Empirical Analysis of the Benefit of Decision Tree Size Biases as a Function of Concept Distribution."
"1986","http:##www.cs.huji.ac.il#labs#learning#Papers#icassp97.ps.gz"
"1987","ftp:##ftp.ai.univie.ac.at#papers#oefai-tr-98-05.ps.Z"
"1988","Learning approximate control rules of high utility."
"1989","Hybridized crossover-based search techniques for program discovery."
"1990","http:##www.ai.univie.ac.at#ilp_kdd#lorenzo.ps.gz"
"1991","Exponential convergence of Langevin diffusions and their discrete approximations."
"1992","""The Evolution of Agents that Build Mental Models and Create Simple Plans Using Genetic Programming,"""
"1993","Multi-Time models for reinforcement learning. In ICML\'97 Workshop: The Role of Models in Reinforcement Learning."
"1994","ftp:##dimacs.rutgers.edu#pub#dimacs#TechnicalReports#TechReports#1996#96-53.ps.gz"
"1995","Error-Correcting Output Coding Corrects Bias and Variance In Machine Learning:"
"1996","The EM algorithm for mixtures of factor analyzers."
"1997","(1997) Modeling dynamic receptive field changes in primary visual cortex using inhibitory learning."
"1998","http:##www.cs.kuleuven.ac.be#~lucdr#filp-papers#furusawa.ps"
"1999","ftp:##cs.aston.ac.uk#neural#willicki#nips8.ps.Z"
"2000","Explaining anomalies as a basis for KB refinement."
"2001","The artificial evolution of behaviour."
"2002","An unsupervised neural network for real-time, low-level control of a mobile robot: noise resistance, stability, and hardware implementation."
"2003","Perfect simulation of Harris recurrent Markov chains."
"2004","Exact simulation using Markov chains."
"2005","Specialization under social conditions in shared environments."
"2006","Where does the good stuff go, and why? How contextual semantics influence expression structure in simple genetic programming."
"2007","Predicting probability distributions: A connectionist approach."
"2008","http:##www.cs.kuleuven.ac.be#~lucdr#filp-papers#seitzer.ps"
"2009","http:##www.cs.berkeley.edu#~nir#Papers#ijcai95d.ps"
"2010","Density estimation by wavelet thresholding."
"2011","Martinez (1993). Using Precepts to Augment Training Set Learning."
"2012","An Efficient Metric for Heterogeneous Inductive Learning Applications in the Attribute-Value Language."
"2013","Learning to model sequences generated by switching distributions."
"2014","A connectionist architecture with inherent systematicity."
"2015","A heuristic for improved genetic bin packing."
"2016","Using a distance metric on genetic programs to understand genetic operators."
"2017","The impact of external dependency in genetic programming primitives. In D.B."
"2018","A parallel island model genetic algorithm for the multiprocessor scheduling problem."
"2019","Neural programming and an internal reinforcement policy."
"2020","Top-down induction of logical decision trees,"
"2021","An indexed bibliography of genetic algorithms:"
"2022","http:##www.cs.utexas.edu#users#neeraj#doc#NN#proj#nnreport.ps"
"2023","ftp:##synapse.cs.byu.edu#pub#papers#wilson.icannga97.rpnn.ps"
"2024","file:##ftp.cs.utexas.edu#pub#neural-nets#papers#agostan.ine.ps.Z"
"2025","http:##www.cse.ogi.edu#~denni#Publications#energy.ps.Z"
"2026","An experimental analysis of schema creation, propagation and disruption in genetic programming."
"2027","DeVeaux Radial Basis Functions for Process Control,"
"2028","Genetic programming with one-point crossover."
"2029","Optimal and Robust Identification Under Bounded Disturbances"","
"2030","A connectionist architecture for learning to parse."
"2031","Evolutionary computation in air traffic control planning."
"2032","ftp:##ftp.icsi.berkeley.edu#pub#techreports#1997#tr-97-021.ps.gz"
"2033","Evolving optimal neural networks using genetic algorithms with Occam\'s razor."
"2034","A VLIW/SIMD Microprocessor for Artificial Neural Network Computations."
"2035","Some steps towards a form of parallel distributed genetic programming."
"2036","http:##www.ai.mit.edu#people#unamay#papers#timing-final.ps"
"2037","ftp:##ftp.icsi.berkeley.edu#pub#techreports#1997#tr-97-037.ps.gz"
"2038","ftp:##kant.irmkant.rm.cnr.it#pub#econets#lundmayoh.spec.ps.Z"
"2039","CLONES: A Connectionist Layerd Object-oriented NEtwork Simulator."
"2040","Finding analogues for innovative design."
"2041","Discovery of symbolic, neuro-symbolic and neural networks with parallel distributed genetic programming."
"2042","Routing in Optical Multistage Interconnection Networks: a Neural Network Solution,"
"2043","ftp:##ftp.icsi.berkeley.edu#pub#techreports#1997#tr-97-047.ps.gz"
"2044","A genetic algorithm for fragment allocation in a distributed database system."
"2045","The ilp description learning problem: Towards a genearl model-leve definition of data mining in ilp."
"2046","D.M. Chiarulli, Predictive Control of Opto-Electronic Reconfigurable Interconnection Networks using Neural Networks,"
"2047","D.M. Chiarulli, On-Line Prediction of Multiprocessor Memory Access Patterns,"
"2048","http:##euler.mcs.utulsa.edu#~corcoran#ps#dftp.ps"
"2049","http:##www.stat.cmu.edu#www#cmu-stats#tr#tr676#tr676.ps"
"2050","http:##mnemosyne.itc.it:1024#~avesani#papers#ewsp95.ps"
"2051","A comparison of pruning methods for relational concept learning."
"2052","Top-down pruning in relational learn-ing."
"2053","Logarithmic-time updates and queries in probabilistic networks."
"2054","Localized partial evaluation of belief networks."
"2055","http:##www.aic.nrl.navy.mil#papers#1996#AIC-96-005.ps.Z"
"2056","ftp:##synapse.cs.byu.edu#pub#papers#barker_95a.ps"
"2057","Convergence analysis of canonical genetic algorithms."
"2058","`Case Retrieval Nets applied to large case bases\',"
"2059","Applying machine learning to agricultural data."
"2060","Representing preferences as ceteris paribus comparatives."
"2061","Phenes and the Baldwin Effect: Learning and evolution in a simulated population,"
"2062","""Case-based Reactive Navigation: A case-based method for on-line selection and adaptation of reactive control parameters in autonomous robotic systems"","
"2063","Generalization by Controlled Expansion of Examples."
"2064","Improving generalization for temporal difference learning:"
"2065","""On the ap plicability of neural network and machine learning methodologies to natural language processing,"""
"2066","Parallel gradient distribution in unconstrained optimization."
"2067","Evolving sensors in environments of controlled complexity."
"2068","http:##www.aic.nrl.navy.mil#~aha#slides#ml-tutorial-bib.ps"
"2069","http:##www.ma.ic.ac.uk#statistics#links#ralinks#dgtd.link#mars.ps.gz"
"2070","""Theory-Guided Induction of Logic Programs by Inference of Regular Languages"","
"2071","http:##www.math.auc.dk#~jm#perfect.cond.specified.ps"
"2072","http:##www.math.rutgers.edu#~sontag#FTP_DIR#95hurwitzconf.ps.gz"
"2073","Metric Entropy and Minimax Risk in Classification,"
"2074","Guided crossover: A new operator for genetic algorithm based optimization."
"2075","(1995) Cellular Encoding Applied to Neurocontrol Proc."
"2076","Exact transition probabilities for the independence Metropolis sampler."
"2077","Learning when reformulation is appropriate for iterative design."
"2078","ftp:##ftp.cs.rutgers.edu#pub#farach#RMAST.ps.Z"
"2079","Phonetic classification of TIMIT segments preprocessed with lyon\'s cochlear model using a supervised/unsupervised hybrid neural network."
"2080","http:##www.cs.berkeley.edu#~russell#papers#bat-final.ps.gz"
"2081","""Application of ESOP Minimization in Machine Learning and Knowledge Discovery,"""
"2082","Incremental model reference adaptive polynomial controllers network."
"2083","""Pattern Theoretic Learning"","
"2084","A comparison of new and old algorithms for a mixture estimation problem."
"2085","A comparison of direct and model-based reinforcement learning."
"2086","A comparison of the fixed and floating building block representation in the genetic algorithm."
"2087","http:##www.cs.caltech.edu#~eric#papers#telescope.ps"
"2088","http:##euler.mcs.utulsa.edu#~sandip#aaai97ws-shared.ps"
"2089","Recursive Automatic Algorithm Selection for Inductive Learning."
"2090","Finding opponents worth beating: Methods for competitive co-evolution."
"2091","A.C. Tsoi, A.D. Back, ""Function approximation with neural networks and local methods: bias, variance and smoothness"","
"2092","A fast Kohonen net implementation for spert-ii."
"2093","""Learning to Segment Images Using Dynamic Feature Binding,"""
"2094","Beyond independence: Conditions for the optimality of the simple bayesian classifier."
"2095","http:##www.cs.kuleuven.ac.be#~lucdr#filp-papers#inuzuka.ps"
"2096","The data association problem when monitoring robot vehicles using dynamic belief networks."
"2097","The Power of Decision Tables,"
"2098","Feature subset selection using the wrapper method: Overfitting and dynamic search space."
"2099","http:##www.bell-labs.com#user#seung#papers#tracking.ps.gz"
"2100","The hardness of problems on thin colored graphs."
"2101","Parity: the problem that won\'t go away."
"2102","http:##www.cs.helsinki.fi#~tirri#nwga96.ps.gz"
"2103","(1998) ""Sequential importance sampling for nonparametric Bayes models: The next generation"","
"2104","ftp:##ftp.cs.caltech.edu#tr#cs-tr-98-02.ps.Z"
"2105","Error-stabilty properties of generalized gradient-type algorithms."
"2106","http:##www.cs.iastate.edu#~honavar#Papers#TR97-10.ps"
"2107","What makes a good co-evolutionary learning environment? Australian Journal of Intelligent Information Processing Systems,"
"2108","Slonim. The power of team exploration: Two robots can learn unlabeled directed graphs."
"2109","Learning with unreliable boundary queries."
"2110","ftp:##ftp.stats.gla.ac.uk#pub#jim#NNkfp.ps.Z"
"2111","ftp:##ftp.keck.ucsf.edu#pub#ken#integration.ps.gz"
"2112","http:##www.inria.fr#aid#papers#97cscwd#97cscwd.ps.gz"
"2113","Efficient learning of typical finite automata from random walks."
"2114","Oppacher (1994). Program search with a hierarchical variable length representation: genetic programming, simulated annealing and hill climbing,"
"2115","Outperforming the Gibbs sampler empirical estimator for nearest neighbour random fields."
"2116","http:##www.cse.ucsc.edu#~bgrundy#papers#motivate.ps"
"2117","ftp:##ftp.cs.unimaas.nl#pub#ecml97#wolters-ftp.ps.gz"
"2118","A reduced multipipeline machine description that preserves scheduling constraints."
"2119","Choice of thresholds for wavelet estimation of the log spectrum."
"2120","Data Minining using MLC++: A Machine Learning Library in C++."
"2121","Reinforcement Learning with Modular Neural Networks for Control."
"2122","http:##www.aic.nrl.navy.mil#papers#1993#AIC-93-041.ps.Z"
"2123","http:##www.math.rutgers.edu#~sontag#FTP_DIR#97ecc-clf.ps.gz"
"2124","Learning Adaptation Strategies by Introspective Reasoning about Memory Search,"
"2125","Goal-Driven Learning."
"2126","Evaluating neural network predictors by bootstrapping."
"2127","Predictions with confidence intervals (local error bars)."
"2128","Minimax Bayes, asymptotic minimax and sparse wavelet priors. In Statistical Decision Theory and Related Topics, V,"
"2129","ftp:##cns.math.tau.ac.il#papers#epp9608.ps.Z"
"2130","An Adaptive Metropolis algorithm."
"2131","Prior, stabilizers and basis functions : from regularization to radial, tensor and additive splines."
"2132","The evolution of size in variable length representations."
"2133","Massively parallel case-based reasoning with probabilistic similarity metrics. In Topics in Case-Based Reasoning,"
"2134","ftp:##ftp.wi.leidenuniv.nl#pub#CS#TechnicalReports#1995#tr95-14.ps.gz"
"2135","http:##www.stat.washington.edu:80#tech.reports#tr275.ps"
"2136","Estimating Functions of Probability Distributions from a Finite Set of Samples. Part 1: Bayes Estimators and the Shannon Entropy.,"
"2137","Receptive fields for vision: from hyperacuity to object recognition."
"2138","http:##www.stat.washington.edu:80#tech.reports#tr332.ps"
"2139","(in press). A hierarchical community of experts."
"2140","A note on learning from multiple--instance examples."
"2141","Coordination and Control Structures and Processes: Possibilities for Connectionist Networks."
"2142","A comparison of dynamic reposing and tangent distance for drug activity prediction,"
"2143","Improving Competence by Integrating Case-Based Reasoning and Heuristic Search."
"2144","Analysis of Genetic Representations and Operators With Applications in Evolutionary Design of Neural Architectures."
"2145","CuPit | a parallel language for neural algorithms: Language reference and tutorial."
"2146","Issues in goal-driven explanation."
"2147","A neural network model of visual tilt aftereffect."
"2148","""Factor graphs and algorithms,"""
"2149","""Evolution of a time-optimal fly-to controller circuit using genetic programming,"""
"2150","Reasoning with portions of precedents."
"2151","A model for projection and action."
"2152","A parallel programming model for irregular dynamic neural networks. In W.K. Giloi,"
"2153","Approximating value trees in structured dynamic programming."
"2154","Evolving Turing-complete programs for a register machine with self-modifying code."
"2155","Exploratory Learning in the Game of GO: Initial Results."
"2156","A Framework for Combining Symbolic and Neural Learning. In: Artificial Intelligence and Neural Networks: Steps Toward Principled Integration. Honavar,"
"2157","Subsymbolic case-role analysis of sentences with embedded clauses."
"2158","Predictive Q-routing: A memory-based reinforcement learning approach to adaptive traffic control."
"2159","On--line adaptation of a signal predistorter through dual reinforcement learning."
"2160","http:##www.stern.nyu.edu#~aweigend#Research#Papers#BEFORENYU#clearning.ps.Z"
"2161","http:##www.stern.nyu.edu#~aweigend#Research#Papers#BEFORENYU#clearning.uncompressed.ps"
"2162","Wavelet Tresholding via a Bayesian Approach."
"2163","A fast algorithm for the computation and enumeration of perfect phylogenies when the number of character states is fixed."
"2164","Kanazawa Adaptive probabilistic networks."
"2165","ftp:##dollar.biz.uiowa.edu#pub#segre#bayes.ps"
"2166","On the convergence properties of the EM algorithm."
"2167","Classification of underwater mammals using feature extraction based on time-frequency analysis and bcm theory."
"2168","Error-correcting output codes: A general method for improving multiclass inductive learning programs."
"2169","http:##www.cs.kuleuven.ac.be#~lucdr#filp-papers#yamamoto.ps"
"2170","http:##www.cs.ubc.ca#spider#cebly#Papers#simulation.ps"
"2171","Inductive Constraint Logic."
"2172","Solving the multiple-instance problem with axis-parallel rectangles."
"2173","Bumptrees for Efficient Function, Constraint, and Classification Learning,"
"2174","Exploiting Model Uncertainty Estimates for Safe Dynamic Control Learning."
"2175","Multi-class problems and discretization in ICL (extended abstract)."
"2176","Learning the peg-into-hole assembly with a connectionist reinforcement technique."
"2177","Causal inference from indirect experiments."
"2178","http:##www.eecs.umich.edu#techreports#systems#control_group#cgr73.ps.Z"
"2179","Space-Time Scheduling of Instruction-Level Parallelism on a Raw Machine."
"2180","Integrating learning in a neural network."
"2181","http:##www.math.rutgers.edu#~sontag#FTP_DIR#noisy-nets.ps.gz"
"2182","ftp:##ftp.cs.utexas.edu#pub#mooney#papers#rapture-isiknh-94.ps.Z"
"2183","http:##www.cs.kuleuven.ac.be#~lucdr#filp-papers#sebag.ps"
"2184","ftp:##ftp.cnl.salk.edu#pub#magnus#inc95.ps.Z"
"2185","Visualizing the simple bayesian classifier. In KDD Workshop on Issues in the Integration of Data Mining and Data Visualization."
"2186","http:##www.cs.berkeley.edu#~johnw#papers#jvsp93.ps.Z"
"2187","http:##www.cs.toronto.edu#~andy#papers#icnn97.ps.gz"
"2188","""New roles for machine learning in design,"""
"2189","(1994) Automatic smoothing spline projection pursuit."
"2190","Learning by Refining Algorithm Sketches,"
"2191","Architecture for Iterative Learning of R ecursive Definitions,"
"2192","Automatic design of cellular neural networks by means of genetic algorithms: finding a feature detector,"
"2193","A bootstrap evaluation of the effect of data splitting on financial time series,"
"2194","Early stopping | but when? In Orr and Muller [1]."
"2195","Learning from a population of hypotheses."
